NVDA
DLMAY
KDP
MSTR
COIN
YUM
SLF
AU
VIK
IX
XYZ
TKO
TYHOY
VTR
BDX
AMP
BSBR
ERIC
STLD
TEVA
CCI
LYV
FNV
AIG
CMG
HLN
JBL
KR
WCN
BIDU
TTWO
ED
PEG
ALNY
CCL
CBRE
ADM
SYY
RKT
JD
ASTS
IRM
SATS
PRU
PCG
CSLLY
WEC
HSY
KB
UAL
PYPL
VMC
A
BBD
EME
AXON
CHT
PAYX
WAT
UI
HIG
VOD
HMC
TRI
HBAN
KVUE
AGGI
ZTS
MLM
CASY
QSR
KMB
SUNB
FRFHF
ROP
LVS
EC
MTB
RDDT
HAL
EXR
PUK
ALC
WDAY
EQT
GFI
EL
ACGL
RPRX
RVMD
VG
CQP
NTRS
NTR
NTAP
NTRA
TWLO
TS
CNC
Q
TECK
RBLX
RYAAY
CPNG
SHG
CBOE
TSEM
DTE
VICI
IQV
AEE
RSHGY
TCOM
KGC
DOV
BIIB
TPR
GEHC
RJF
BAP
FSLR
DXCM
AMRZ
TDY
CPRT
FTS
KHC
FOXA
CKHGF
IR
MTSI
MDB
MTZ
FISV
PBA
KBGGY
FTI
CFG
ATO
CW
CRS
RMD
CNP
EIX
FICO
JBHT
ZM
ONC
FE
EXPE
OTIS
ATI
XPO
FDXF
PPL
NVT
GELHY
CHLSY
PPG
AVB
VEEV
NRG
CINF
XYL
SYM
ES
WSM
EQR
STRL
TPL
VRSN
NMR
PHG
DG
ILMN
WRB
INIO
HUBB
FTAI
RF
WTW
FSNUY
STZ
FCNCA
BG
AWK
SYF
CTSH
DOW
DRI
KEY
VRSK
PFG
PHM
IHG
LEN
RL
WST
MKSI
TROW
AXIA
UTHR
WWD
CHD
MTD
P
CPAY
SQM
BCE
MKL
BEP
LPLA
BNTX
ROL
TEAM
CMS
HPQ
WIT
CHRW
DGX
KOF
SW
NI
SNX
FFIV
CRCL
AFRM
YPF
DLTR
L
ENTG
CHTR
AER
LH
EXPD
LUV
EDPFY
IONQ
SBAC
TW
OMC
INCY
BURL
TELNY
ROIV
SOFI
VIV
INSM
RS
RCI
FWONA
RIVN
FN
EXE
AS
LYB
ULTA
OKTA
ZS
BRO
VLTO
IREN
MAIR
STE
HKHHY
USFD
BCH
DKS
PKG
STLA
SNA
ULS
FIS
IFF
RBA
MRNA
PAAS
TSN
LSCC
TTMI
ESS
SMCI
FLUT
RBC
EFX
SN
SBS
CIB
AKAM
EVRG
SITM
VTRS
DD
IOT
LNT
AMKR
ALB
H
TU
IP
SOAGY
PKX
AMCR
APG
CX
FTV
DOCN
NXT
BEKE
AA
GIS
ASBHY
LII
GPN
MGA
EWBC
NVMI
FPS
ROKU
BWXT
WY
INVH
NVR
KIM
RGLD
GH
WES
ZTO
LNTCY
ARXS
HST
CDE
ZBH
WPC
WCC
BR
ITT
PR
BEN
CDW
MAA
CF
DIDIY
TPG
TSCO
NBIX
PFGC
SSNC
TXT
BBY
NLY
SUI
IEX
CG
EMA
NDSN
OVV
PAA
WSO
DECK
LOGI
TLN
WTKWY
KEP
VNOM
TLK
KSPI
RMBS
ARNNY
GMAB
LAMR
TIGO
LDOS
RTO
BWA
BSAC
SMTC
SGI
TME
OWL
GNRC
CLH
PHYS
YUMC
ONTO
REG
LTM
BALL
MLI
THC
J
DKNG
WMG
MAS
PUGBY
JAZZ
WF
RBRK
UNM
IESC
SKM
UDR
AGI
GEN
ARMK
DTM
APTV
MOD
NWSA
TOST
GPC
PNFP
DOC
LECO
OHI
RRX
GIB
LGN
DY
AAOI
BLMOY
LI
BAWAY
DSEEY
JHX
LULU
XPEV
JLL
HTHT
CSL
RPM
TOL
EVR
ARCC
SOLV
GRAB
PTC
PAC
AMH
VICR
AEIS
MEDP
GLPI
PSLV
RGA
HRL
EXEL
ASND
PS
CRRFY
KNX
LYTHF
FUTU
BBIO
CSGP
ALLY
EG
NTNX
DRS
PMDIY
MKC
SANM
COO
ENLT
SCRNY
NIO
HUT
JBS
ONON
DVA
AXSM
TFII
SNN
APA
GLXY
SAIA
YARIY
GFL
AEG
SWK
SOLS
CRBG
CNH
MOG-A
AIZ
FNF
ELS
GL
CHKP
RNR
ALGN
TRU
DINO
WULF
IVZ
BF-A
PEN
COKE
SJM
VARRY
PNW
BTSG
VIAV
BNT
GGG
EQH
AVY
IONS
JEF
PL
TYL
CNA
SUN
MGM
PINS
QXO
FMS
NYT
ELAN
CLX
VIRT
PAG
AGNC
WBS
HII
FHN
HAS
ERIE
BXP
APLD
DT
UHAL
AIT
CR
AUR
PSKY
PNR
LFUS
CONE
SPXC
TMTNY
U
TRMB
BJ
CACI
ALLE
BLD
MUSA
ICLR
DLAKY
CPT
BROS
RVTY
ARW
AKZOY
WYNN
WLK
LINE
FIVE
RDY
AFG
BZLFY
GIL
MICC
TXRH
KTOS
SF
CCK
SWKS
MDGL
GMED
EGP
R
FRT
BMRN
OBICY
MINBY
WTS
BAX
AR
SEIC
ZBRA
TIMB
POWL
HBM
WTRG
AAON
WTFC
ARWR
AES
SFD
ESI
GSAT
WSE
DPZ
WMS
PODD
CGNX
SNEX
VMI
W
BPOP
FIG
AM
FRVO
MP
SCI
CAVA
EHC
FORM
SMMT
UMBF
OKLO
SUZ
MOH
HL
FLS
EMBJ
CNM
IT
GDDY
GME
VSAT
BRX
RIOT
GTLS
GWRE
DCI
CART
OC
ZION
NUVL
OGE
LPGCY
RGC
PAYP
AHR
HMY
ALV
AAL
FCFS
DDS
ALSN
TKR
TX
ONB
HUBS
SSB
CUBE
FROG
KRYS
MSGS
SPIIY
CYTK
GGAL
HLI
BMNR
NCLTY
IAG
LEVI
ORI
SIMO
SIRI
ARE
AVAV
BSY
CIFR
BAH
PSO
JOBY
CFR
GGB
HSIC
AMG
RYAN
ADC
CRL
DAR
LLYVA
CWEN
KT
WAL
RRC
CORT
JKHY
ACM
COLB
TEM
TTD
ALGM
YMM
UHS
GWKSY
SNAP
LKNCY
QBTS
TTC
NNN
NCLH
AGX
AYI
LUMN
CTRE
OSCR
PRI
CORZ
SARO
KERCY
FDS
FRHC
CMC
FR
QRVO
ENSG
ASR
SSL
PRMB
DOCU
BIRK
ELPC
TECH
BRKR
BLDR
HALO
ORA
EMN
OSK
CAMT
BVN
MANH
AG
SFM
FRO
VOYA
CAE
CRUS
STN
ESE
SAIL
VIST
AOS
ENS
XP
EQX
AGCO
MBLY
MTCH
ZWS
ABVX
REXR
CBSH
BOKF
CEF
JHG
VLY
HESM
VNO
VSH
SSD
WNRS
KNTK
SOBO
GAP
IDA
BIO
EGO
CLF
LTH
NEU
QGEN
CHWY
PLXS
TAP
RHP
BILI
LSTR
ACI
ALKS
PDI
NOV
ZG
EDU
JXN
IBRX
RGEN
CHRD
KEX
SM
ATR
UGI
HQY
STAG
MAC
NE
TGTX
HXL
ECG
RAL
AXS
ICL
KMX
NFG
LOTMY
CELH
GKOS
CWAN
WFRD
MXL
LEA
ST
TTEK
ENPH
FNMA
VFS
SLAB
PB
AVT
HR
TEX
KNSL
MRCY
IDCC
MIDD
LAD
PNDRY
SEI
NPO
PTGX
PPC
TRNO
SBSW
AXTA
SGHC
SYRE
POOL
FLR
LNC
PTCAY
PRAX
CBC
BEPC
TEO
SHMXY
VBREY
THG
RGTI
VFC
QMMM
PCVX
GTES
KYMR
EAT
YOU
LNTH
RSI
CPB
KGS
GDS
IMVT
INGM
LEGN
MORN
FSS
EXP
MOS
CAR
NSA
HPP
MWH
HIMS
MHK
SNDR
RIG
VIPS
APGE
MTDR
AWI
URBN
TMHC
LKQ
MYRG
RCWLY
FAF
AVTR
SNROY
ETSY
EPRT
M
KRMN
OMF
CHYM
BCHMY
TTAN
FNB
BBUC
FSV
FLY
NXE
MSM
LOAR
STWD
AN
AVAL
CAG
BYD
JBTM
SWX
LQDA
PCOR
INGR
GBCI
TXNM
AROC
RRR
DSGX
RYN
DBX
ACMR
PJT
VSXY
ESTC
COMP
GTX
BMA
CROX
LW
FIGR
VAL
KLAR
UBSI
PTCT
ACA
BZ
PAYC
MSA
CNTA
OR
IFS
PSN
GATX
CHDN
ENIC
GVA
MIRM
FLG
KRG
ERELY
MATX
RYTM
CZR
CENX
ROAD
CIG
DOX
SFGYY
ACT
KLIC
ABCB
GOLF
FND
HWC
ARSTY
WH
PCTY
POR
RKGRY
TFPM
NOVT
DUOL
PECO
GXO
CACC
SLFPY
TFX
CWST
PRM
NAVN
AXTI
TAL
PAGP
MBSHY
MAAS
VSNT
APPF
MDA
CE
OGC
AUB
OZK
CPA
HOMB
CHE
IBP
BXSL
GLBE
COGT
PSMT
OBDC
USAR
PATH
MUR
BLTE
SIGI
PACS
NJR
MCY
PEGA
BKH
ASB
BTG
GNTX
SSRM
JAN
ESAB
BB
BLCO
VSEC
G
AMTM
VCTR
SPHR
OUT
MTG
XE
RUSHA
BGC
STEP
SRRK
ESNT
NVTS
NXST
LAUR
OTEX
BCPC
UGP
BC
SXT
BOOT
IRDM
PIPR
UEC
SYNA
CVLT
WFG
LPX
ACLS
LYFT
MARA
MGY
LB
ALK
NICE
RITM
GLNG
ALH
ADT
AMRX
MC
PRIM
MTRN
FBIN
TKC
OTF
LGND
GRFS
ONDS
AX
CGON
CAI
S
OLLI
CRC
XENE
TBBB
AIR
TGS
TKMTY
SRAD
ESYJY
HNGE
SEB
ZETA
SON
DLB
BIPC
UNF
GHC
RLI
IEP
CIGI
HCC
WSC
CRSP
REYN
WTM
OCTV
EQPT
LUNR
MTH
DIOD
GBTG
CHH
PBF
MTN
MRP
SAIC
EPAM
VVV
TREX
MAIN
ALM
GTLB
OMAB
OGS
FFIN
UFPI
HASI
HRI
XMTR
HAPVY
CUZ
AUGO
PAM
FTDR
ENVA
SITE
WEX
STVN
REZI
IPGP
TFSL
HPHTY
CSTM
IBOC
RXO
UCTT
FCN
SHC
LBRDA
SBRA
CNO
BLLN
NNI
BTDPY
TWST
SIM
ATAT
SR
TNL
CVCO
RDNT
SKT
LBRT
MEOH
TDS
MRX
NWSGY
CNX
HRB
AQN
TVTX
CNR
KRC
RDN
LPL
EPR
FELE
INDV
COCO
CVSA
CSW
KBR
ACIW
AZZ
FLNC
EBC
SFBS
KTB
QS
FRMI
SKY
CBT
AMVOY
FULT
LMND
FHI
CELC
LIVN
TCBI
YSS
HLNE
GFF
MDU
EXLS
VECO
PTEN
MBRFY
ERAS
BJGPY
LFTO
MMED
DOO
CMBT
POWI
SEZL
TNGX
CAAP
OPEN
KNF
BDC
ALHC
RMVEY
KVYO
BTDR
NWE
MAT
SLGN
LRN
LAZ
TAC
POST
COLD
OLED
BNL
DNTH
EMAT
WING
PFSI
BCO
PTRN
BLSH
SLM
BBAR
MKTX
ORKA
IFHLY
MNSO
CLSK
UCB
MNDY
USAC
OPLN
BFH
PLNT
INSW
LBTYA
WHD
MAUTF
EXTR
BETA
ANDG
DNP
LION
ACHR
IRT
VNT
WPP
LOPE
HGV
CATY
MIR
MWA
ZGN
THO
ANF
MMSI
STUB
NVST
CDP
CNK
HHH
OII
KNSA
PI
MMYT
LASR
RELY
SLG
PLUG
PII
INDB
ATMU
VRNS
MANE
MIAX
HP
CNS
FOUR
QLYS
RNST
NEXHY
TPC
WSFS
FBP
UWMC
CRK
GPI
BMI
CPRX
YETI
DORM
APLE
GEO
BANF
ARCB
GEF
OSIS
KFY
STNG
CRGY
BRC
BBWI
FG
VCYT
CALM
NGXXF
KEN
EE
PVH
UUUU
PHI
HGTY
NP
JOE
XNDU
OTTR
CAKE
IRTC
TDW
NMRK
ACAD
CVBF
TXG
ABG
SXI
LIF
UTG
DOCS
MHO
EWTX
CHEF
AAP
DLO
HAFN
BHF
HAE
DAVE
ELF
FMCC
SMG
PONY
ORLA
ITRI
BULL
ADOOY
ICUI
BATRA
SIG
SKYW
BOX
SEDG
ADEA
FIBK
PBLS
BKU
WAY
NAMS
OGN
TCGL
GPGI
CRNX
NTSK
MSGE
VEON
AVA
NHI
NEA
GBDC
CON
WSBC
FUL
FIZZ
AKO-A
CECO
AD
CBU
INOD
BFAM
JOYY
FHB
VGNT
AB
KAI
COLM
KBH
RDW
HIW
SUNC
GNW
BTE
PENG
KN
ATRO
MCHB
SHOO
AGO
NSIT
DNLI
AVNT
FFBC
KEEL
VKTX
BELFA
SMR
ASO
BWLP
LFST
HWKN
OPCH
DAN
NATL
KC
MMS
KOZAY
SKE
ARLP
RHI
BTU
CLBT
AEHR
CC
SFNC
PRK
IPAR
VC
TLX
CSQ
HAYW
AKR
VAC
BILL
WRBY
KYIV
BHE
HG
RNG
PPLI
UE
GRBK
CURB
GPK
AAUC
ITGR
NIC
LEU
ZIM
BOH
VTMX
NN
NG
ARIS
ETOR
RLAY
LXP
CWK
BKD
CGAU
TDC
HIMX
CRVL
INFQ
BXMT
GPCR
KALU
BANC
ARQT
BEAM
NHC
PLMR
SBCF
UTF
AEO
UPST
TTAM
UNIT
USLM
CVI
CLMT
FSK
ADX
PFS
SOUN
PHIN
SBLK
CALY
ASH
RH
UNFI
WDFC
NTCT
ADPT
AWR
MZTI
CTRI
RUN
SII
DYN
MPT
TRMD
TENB
FSLY
CPK
PRVA
EFXT
BSM
PPTA
RCUS
ICHR
EXG
GPOR
TR
WOR
SA
ARX
DBRG
HTGC
JPC
MGEE
PK
DK
ERO
AMBA
TMC
DKL
VISN
HYPMY
PENN
HSAI
VOYG
DBD
MGRC
PATK
VVX
HUBG
NAD
NMIH
AAMI
IHS
FBK
SPNT
DX
PARR
SDRL
HLIO
WK
OLN
PIII
WHR
COHU
EXPO
CURLF
FXCNY
STNE
CCC
IVT
IDYA
GRDN
FCPT
TRN
DNN
CWT
NVG
QTWO
HOG
WAFD
BKV
TARS
ABM
SMSGY
DHT
ATKR
PDFS
FA
CXW
EBOSY
SAH
TRMK
BGSI
BMRRY
CENT
HUN
ALMS
HTFL
SUPN
WT
CSAN
KMT
DFTX
WERN
FSM
ROG
PAY
CUBI
IRON
DXPE
FRME
WTTR
ATS
CLOV
GRAL
DGII
AGYS
TSAT
FRPT
UAA
FRSH
VNET
PTXKY
TMDX
FBNC
KLRA
FLOC
GDV
OUST
INTR
APAM
BBT
OSW
AERO
EEFT
TNK
NESR
ESTA
TGB
CARG
PAGS
DNOW
SHAK
AYA
FUN
RLX
KWR
BCC
DEI
PTY
KD
NBTB
NYAX
CHRN
TALO
DCO
NZF
NGVT
ELVN
BRZE
PTON
TSCFY
CALX
DRH
AMBP
CTOS
ANDE
PLBL
VERA
NIQ
CEPU
BUSE
AYR
AMR
MTX
HAWK
EXK
AMPX
HNI
DAC
CPRI
BW
HTO
WOLF
MH
TE
RARE
CXT
KYN
TBBK
CLDX
ATEN
GOF
SVM
PBI
MGNI
IMAX
EFSC
BKE
RNW
BVC
NTB
HYMC
ETY
ALGT
WLY
ACHC
AVPT
WU
CHA
DRVN
MBIN
ALRM
DJT
HE
MCRI
BANR
RAMP
PAYO
SPGNY
PBH
PHVS
AEBZY
BLBD
UTI
CLM
QUBT
BXDC
AXGN
LCII
NOG
TRLV
BLX
HTH
IMOS
PRDO
BRSL
WS
SYBT
CMPR
TNET
GRC
PLUS
PRKS
NEXT
MNR
SHO
BCRX
CDLR
MLCO
CLBK
RVT
DHC
NWBI
AEGXF
KOD
ARR
CCU
IOSP
MLYS
LMAT
EOSE
LC
NMM
IMNM
WRD
NWN
BSTZ
HCI
SEM
AESI
ATHM
SKWD
SSMR
NVCR
AUPH
WMK
GRND
HRMY
BAND
XRAY
PLGO
LCID
SPSC
NEOG
PEB
PGNY
GTY
AIN
OFG
NKTR
FCF
GNL
DRD
MD
XXI
ZLAB
EVT
ASTH
INVX
NGL
BVENY
STC
NTST
VCEL
AGM
HMN
BBAI
NWL
KSS
VERX
STEL
SGRY
RMIX
SPB
CTS
POET
SLDE
TGLS
ECO
COPR
AGL
BHC
CMRE
ADMA
MRVI
NBHC
GEL
AAT
TRVI
LKFT
AVVSY
OCUL
NUV
EZPW
LTC
VPG
NAC
FIGS
XHR
GENI
ALG
WB
SRCE
SAM
PLSE
LPG
TY
XPRO
FAC
PRLB
EPAC
JBLU
BRUN
ANIP
AMSC
UFPT
WIX
TIC
PSNY
PLPC
SONO
ARCO
HCM
PAX
STOK
RCAT
QFIN
MESO
FLYW
CBZ
TILE
PDO
CNXN
STRA
PUMP
PLAB
CHCO
WGS
SOC
BWIN
GTBIF
FORTY
WD
SMA
NBTX
PAEXY
COTY
CYD
LOB
INTA
VRDN
TFIN
IIPR
MBX
QNT
AMBQ
IOVA
IMKTA
SKYT
TH
VSTS
ETG
NRIX
ADNT
DCOM
GAB
CASH
USA
ADUS
HBIA
APPN
CCS
ECPG
MDCOY
BOBS
NTLA
HURN
RQI
GT
OMCL
FSUN
VET
ASAN
KOS
ETV
IE
EFC
STEW
AMC
AIP
RBCAA
AGIO
GABC
BHVN
NEXA
STBA
QURE
ZYME
ZD
RAPP
AGRO
GLP
RLJ
TCBK
SILA
APC
RXRX
BCAT
EVCM
HOPE
SNDA
SHLS
GENB
NUVB
INVA
FLO
KRP
ESRT
SLVM
SGML
FLNG
BDJ
BL
AI
LIFE
RUM
USAS
PCT
SION
STGW
CNOB
BFC
ABCL
PGEN
NCNO
WKC
BST
AZUL
TSLX
SID
LZB
TSHA
MQ
CNXC
SXGCF
BRAI
FTRE
FIVN
AAPG
HTZ
OPRA
QCRH
LILA
AEVA
YSWY
BY
SNDX
SRPT
MAN
ANAB
GUYGF
PRCT
HLIT
DV
ALKT
WBTN
GLOB
TPB
RES
EVTC
ALNT
CET
AMLX
LWLG
RUPRF
LAC
TTI
ALMR
CMPS
CBL
RYZ
SVV
SEPN
OBK
WLFC
CRI
PVLA
BAK
KW
SLS
COUR
AVAH
TYRA
TRIN
ENRD
LIND
LKFN
HLMN
TV
ECAT
NBR
ATEX
LINC
PRGO
GAM
QQQX
GIII
ABTC
LNXSY
WWW
NEO
MRTN
TNC
SFL
PRG
NVAX
SLSR
HCSG
BFLY
WLDN
LOMA
LAR
PWP
JJSF
DCH
TRS
FOR
AMRC
GBX
CAPR
RVLV
EYE
ENVX
ESBA
KMPR
NXRT
LEG
CSWC
IMCR
NOMD
BTT
GLUE
ARDX
BORR
STAA
HLX
NSP
URGN
ATRC
VIR
CRML
WBI
IRS
ELVR
ARI
DXC
GHRS
REX
ATAI
WINA
ECVT
NFJ
DAO
FMC
KARO
CLVT
HROW
PICS
AVBP
HYT
BCAX
ARDT
NRP
RXT
NVGS
GSL
ULCC
OI
TRIP
ODC
DFH
MPLT
ARLO
AHCO
INBX
OLPX
FDP
IDT
SFDMY
IART
EDN
ATLC
ENR
ALX
WABC
TUYA
DOLE
PBT
LSPD
BHRB
EBCRY
MAZE
PRGS
BKSY
AFYA
UVV
CDRE
ORC
HYLN
TDOC
ALVO
WLTH
GSHD
DMRA
ICFI
AMAL
TMP
MSDL
PRSU
ITRN
MLTX
PGY
NSSC
PEBO
CCEC
UMH
TWO
BLFS
SBH
WEN
TBLA
DMLP
BFS
LADR
LGIH
AOSL
DSGR
COAG
ACDC
VTOL
VMET
PRA
CTBI
BLKB
PAHC
BLDP
XPEL
YELP
HLF
CXM
CNL
CMP
SPH
HTLD
CEVA
VIA
GOLD
NBXG
ATEC
IPX
AVLN
PDS
NWPX
DSL
INNV
IAUX
JFR
IMTX
NPKI
TROX
BRELY
IRMD
FMBH
UMAC
HBNB
CDNA
NNE
PURR
RDWR
UFCS
CCO
INSP
ENOV
GCT
NMZ
ADTN
XZO
GIC
VZLA
ABXXF
AVEX
LUCK
GHM
SCL
SHAZ
APPS
LNN
UAN
XERS
FCEL
PFBC
OPFI
AMN
PLTK
MCB
HFWA
BV
KDK
REAL
LQDT
EOS
KMTS
SIFY
MBC
AHG
TBN
SMPL
UVSP
FINV
AVNS
ROCK
ASTE
CRF
ASST
LU
DXYZ
GILT
CVLG
MNKD
CMRF
DEA
SAFE
MMI
MNSKY
OSBC
PSEC
PNTG
ARRY
NMAX
TDAY
SMNR
PDM
ZBIO
COLL
PXED
TEN
WVE
CIM
SATL
GLASF
THRM
BH-A
EVLV
MUX
AGBK
ACVA
IGIC
CCB
OPK
SBR
NAK
HBT
HQH
SDGR
CPPKF
XIFR
NAT
FPF
ACEL
AOD
UAMY
SG
ABR
AIIR
UPBD
BJRI
AKTS
OPY
TNDM
PLOW
SVRA
AIAI
EVV
MALG
SBET
CSIQ
RHLD
MLKN
PZZA
PRCH
UVE
SVC
PTA
OCFC
OCSL
DLX
SAFT
NHP
OMDA
DQ
EYPT
ASA
CNMD
ASM
UPWK
GPRE
SBGI
BTX
TK
CHY
GNK
CRON
SUPV
AZTA
SENEA
CSR
RIOFF
GSBD
MUC
BRBR
CHI
DAKT
HEPS
MGRT
CBRL
ABSI
TRUP
KRNGY
HPK
LZ
CFFN
ETW
HIVE
ASIC
SBSI
NUTX
EMO
RZLV
SCSC
HBNC
CDNL
USPH
AORT
ARHS
EPC
CII
IQ
EEX
MYE
WSR
BBN
RVI
MCBS
DEC
GOOS
EQBK
FSCO
PSNL
RNP
AVO
APEI
LPTH
VYX
JBIO
ESQ
MSEX
CRVS
OBOCY
JKS
DBVT
LMB
METC
EVO
LUXE
CCNE
CRAI
QDEL
KBDC
TRST
ARKO
CRSR
VRTS
SPRY
ELE
FSBC
PWRL
KOPN
BFST
SPTX
WYFI
MFA
LYTS
BTZ
CPF
KODK
EVEX
MSSHY
AEBI
MBWM
PSIX
CRCT
AMTB
IMSR
PDX
GO
NPK
DFIN
HAFC
NRK
FMCB
WEST
SYNSY
EVC
UTL
PCRX
BUR
HSLV
TYG
HMH
LMRI
RERE
VELO
HTD
CPAC
PHAR
AMPL
AIO
AVR
JBSS
JCAP
NXP
BOW
AMPH
CRESY
MEC
BMEZ
ABX
OXLC
BCX
STK
XNCR
NBBK
RPC
SHEN
GDRX
KFRC
MGTX
JMIA
CAZGF
CRTO
THFF
ETON
BBDC
VLRS
NANO
FTK
DRTS
JBGS
AWF
CAC
TALK
VREOF
SMP
LTGHY
PCN
ROOT
PMT
FMNB
EGBN
MTUS
MPB
ALOY
TIGR
CAPL
LCLN
OLMA
MOV
TBPH
TRON
EROC
TRNS
MFIC
EIG
APOG
ABUS
TALMF
GLIBA
NLST
INDI
BBSI
LXU
PHK
RJET
LXRX
BCSF
SLI
JANX
PSTL
FCBC
EFOR
MQY
ADAM
WRLD
WLKP
INMD
GSBC
PHAT
CERT
LBRX
YALA
PGC
NXDR
ADSE
MOMO
NEWP
SCHL
ESPR
ORIC
WOOF
MATW
LOT
SXC
OIO
SPFI
RHNO
KOP
CGEM
HTB
EOI
WGO
IVA
CCBG
HDL
ODTX
NRGV
GTM
NB
MEGI
ASPI
KURA
SMBC
KRO
RDVT
PFLT
OFRM
SSYS
NX
ANNX
THQ
SANA
DJCO
AGNT
ORRF
ZVRA
SMBK
SPIR
HSTM
VOR
FOXF
ODV
GGN
FPH
HNRG
FEIM
FFC
CODI
CGBD
CCOI
ALRS
BZH
PKE
ANRO
REPX
LDI
FISI
SHBI
NMFC
EVMN
YB
IVR
NAVI
RMT
HZO
MITK
OMER
FWRG
IBTA
GDOT
KRNT
DSP
GERN
MYI
NIE
BIOA
BALY
GSM
OBE
BRSP
IBCP
GFR
DNUT
CYRX
NGVC
NNNN
TXO
JBI
BIT
GPRK
LAES
JQC
REPL
SLDB
FDUS
RSKD
ASGI
AVTX
HOV
SSII
CTO
CCD
SLRC
PEO
CRMD
GMRS
EVER
VTS
IGR
TBLD
QNST
SKYH
HSHP
RA
FBYD
RBTK
ELA
CBLL
CWBC
WDI
BUI
SB
GCMG
RLMD
BLMN
VRRM
INN
MCS
VEL
BWMX
MRLN
HRTG
PD
HELE
RSVR
MTA
DLY
NKX
SIBN
AXG
AHRT
ASC
SWIM
PFN
NOAH
WASH
TMQ
OCS
ANL
SABR
TRTX
PAXS
HIPO
TIPT
ACP
BOE
DSGN
MUJ
GROY
CGNT
TCBX
BBNX
CARE
NTGR
CTMX
SWBI
ZNOG
BHK
AURA
RWT
DGICA
BMM
ALLO
CCSI
QNC
BTGO
MAKO
DMII
CNNE
GRPN
TDUP
GRNT
CSTL
SLDP
CASS
BCAL
VINP
NPB
FBRT
VBNK
SERV
HY
PDT
NCDL
AROW
UTZ
MNTN
ODD
DC
CSV
PFIS
RGR
EVOH
CLYM
WHK
URG
NDMO
ALPIB
EVGO
CLDT
SCZM
TLRY
GOOD
BTQ
ONT
MSBI
VTEX
MHD
NFBK
VLGEA
CLB
BHB
WTI
PACK
DSU
EMD
KE
SWRD
BTBT
SGP
ACRS
PAR
DRUG
CADL
MAMA
RRBI
NABL
ILPT
BBOT
LDP
SPCE
IIM
IRWD
BCSS
IHRT
ISOU
AMSF
NMCO
KRT
LEGH
MG
EVAC
TCMD
TRAX
